,ID,性別,年齢区分,婚姻有無,扶養家族,利用月数,電話ｻｰﾋﾞｽ,電話回線数,ｲﾝﾀｰﾈｯﾄｻｰﾋﾞｽ,ｾｷｭﾘﾃｨｻｰﾋﾞｽ,ﾊﾞｯｸｱｯﾌﾟｻｰﾋﾞｽ,機器予防ｻｰﾋﾞｽ,ﾃｸﾆｶﾙｻﾎﾟｰﾄ,ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(TV),ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(映画),契約形態,請求書,支払方法,月額支払額,通算支払額,解約
5311,6762-QVYJO,2,0,1,1,58,0,0,1,1,0,1,1,1,1,2,0,1,59.75,3624.35,0
5312,0330-IVZHA,2,0,1,0,5,1,1,2,0,0,0,0,0,0,0,0,0,69.95,330.15,1
5313,4273-MBHYA,2,0,0,1,1,1,1,2,0,0,0,0,1,1,0,1,0,89.35,89.35,0
5314,0504-HHAPI,2,1,0,0,27,1,2,2,0,0,1,0,0,1,0,0,3,88.3,2467.75,1
5315,3143-ILDAL,1,0,0,0,56,1,2,2,0,1,0,1,0,1,0,1,0,94.45,5124.6,1
5316,9681-KYGYB,1,1,1,0,49,1,2,2,1,1,1,0,0,0,0,1,0,88.2,4159.45,0
5317,2621-UDNLU,2,0,1,0,3,1,1,0,2,2,2,2,2,2,0,0,1,20.85,72.0,0
5318,6231-WFGFH,1,0,1,1,4,1,1,0,2,2,2,2,2,2,0,1,1,20.5,77.6,0
5319,9600-NAXZN,1,0,0,0,43,1,2,2,0,1,0,0,1,1,0,1,0,101.4,4528.0,1
5320,4367-NUYAO,1,0,1,1,0,1,2,0,2,2,2,2,2,2,2,0,1,25.75,0.0,0
5321,4459-BBGHE,1,0,0,1,30,0,0,1,0,0,0,0,1,1,0,1,0,44.5,1307.8,0
5322,7872-BAAZR,2,0,1,1,53,1,1,0,2,2,2,2,2,2,1,0,2,19.55,1007.9,0
5323,6168-YBYNP,1,0,0,0,59,1,2,2,0,1,1,1,1,1,0,1,0,111.35,6519.75,0
5324,4293-ETKAP,2,0,1,1,65,1,2,1,0,1,0,1,1,1,2,1,2,79.4,5071.9,0
5325,3780-YVMFA,2,0,1,1,8,1,1,1,0,0,0,1,1,1,0,1,0,68.55,564.35,0
5326,2351-BKRZW,2,0,1,1,43,1,1,1,1,0,1,0,1,1,2,0,2,75.2,3254.35,0
5327,6317-YPKDH,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,29.95,29.95,1
5328,5561-NWEVX,2,1,1,0,2,1,2,2,0,0,1,0,0,0,0,0,0,79.2,172.85,1
5329,6016-LVTJQ,2,0,1,1,34,1,1,0,2,2,2,2,2,2,0,0,1,20.65,716.4,0
5330,1399-OUPJN,2,0,1,1,57,1,1,0,2,2,2,2,2,2,2,0,2,19.75,1272.05,0
5331,7481-ATQQS,2,1,0,0,49,1,2,2,0,0,1,0,0,1,0,1,3,90.85,4515.85,1
5332,4396-KLSEH,1,0,0,0,4,1,1,0,2,2,2,2,2,2,0,1,0,19.85,63.0,0
5333,1597-LHYNC,2,1,0,0,26,1,2,2,1,1,0,0,0,1,0,1,0,95.0,2497.2,1
5334,8150-QUDFX,1,0,0,0,2,1,1,0,2,2,2,2,2,2,0,0,1,19.85,51.6,0
5335,6655-LHBYW,1,0,0,0,50,1,2,2,1,1,1,1,1,1,1,0,3,114.35,5791.1,0
5336,0224-RLWWD,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,44.3,89.3,0
5337,8029-XYPWT,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,1,2,115.05,8016.6,0
5338,9931-DCEZH,1,0,0,1,28,1,1,1,0,1,0,1,0,0,1,1,3,54.4,1516.6,0
5339,0516-QREYC,2,1,0,0,24,1,1,0,2,2,2,2,2,2,0,1,1,20.3,459.95,0
5340,6168-WFVVF,2,1,0,0,3,1,1,2,0,0,0,0,0,0,0,1,0,70.3,235.5,1
5341,2194-IIQOF,2,0,1,0,71,1,2,1,1,1,1,1,1,1,2,0,3,89.3,6388.65,0
5342,5240-IJOQT,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,74.7,74.7,1
5343,9399-APLBT,2,0,1,1,1,1,1,2,0,1,0,0,0,0,0,1,0,74.7,74.7,1
5344,4228-ZGYUW,1,0,0,0,4,1,2,2,0,1,0,0,0,1,0,1,0,90.05,368.1,1
5345,3572-UUHRS,1,0,0,0,45,1,1,0,2,2,2,2,2,2,1,0,2,18.85,867.3,0
5346,4806-DXQCE,2,1,1,0,70,1,2,2,1,1,1,1,1,1,2,1,0,113.65,7714.65,0
5347,5313-FPXWG,1,0,0,0,51,1,2,0,2,2,2,2,2,2,1,1,2,24.6,1266.4,0
5348,1478-VPOAD,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,43.8,43.8,0
5349,7874-ECPQJ,2,0,0,1,4,1,1,0,2,2,2,2,2,2,0,1,2,20.05,85.5,0
5350,9153-BTBVV,2,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,2,25.0,1753.0,0
5351,2586-CWXVV,1,0,1,0,54,0,0,1,0,1,0,0,0,0,0,0,0,30.4,1621.35,0
5352,1162-ECVII,1,1,1,0,72,1,2,2,0,1,1,1,1,1,2,1,2,109.75,7932.5,0
5353,1894-IGFSG,2,0,0,0,22,1,1,2,0,0,0,0,1,1,0,0,0,89.25,1907.85,1
5354,3723-BFBGR,1,1,0,0,24,1,2,1,0,1,0,0,0,0,0,0,3,54.8,1291.3,0
5355,2595-KIWPV,1,0,0,1,27,1,1,0,2,2,2,2,2,2,2,0,3,19.7,509.3,0
5356,1784-EZDKJ,1,0,1,0,51,1,2,2,0,1,1,0,1,1,1,1,2,106.8,5498.8,0
5357,9279-CJEOJ,2,1,0,0,21,1,2,2,0,0,0,0,1,1,0,1,2,95.4,2025.1,0
5358,5364-XYIRR,1,0,1,0,51,1,2,2,0,0,0,0,1,1,0,1,0,94.65,4812.75,1
5359,2925-MXLSX,2,0,0,0,30,1,2,1,0,1,1,0,1,0,1,1,3,68.95,2038.7,0
5360,4526-ZJJTM,2,1,1,0,25,1,1,2,0,1,1,0,0,1,0,0,2,88.4,2191.15,0
5361,3453-RTHJQ,1,0,0,0,6,1,1,2,0,0,0,0,0,0,0,1,0,69.1,435.0,0
5362,2696-RZVZW,1,0,1,0,68,1,2,0,2,2,2,2,2,2,2,0,3,25.05,1629.2,0
5363,8118-TJAFG,1,0,1,1,9,1,1,2,0,1,0,1,1,1,0,1,0,101.5,906.85,0
5364,3509-GWQGF,1,1,0,0,24,1,1,2,0,0,0,0,0,0,0,0,3,70.0,1732.6,0
5365,0827-ITJPH,1,0,0,0,36,1,1,0,2,2,2,2,2,2,2,1,3,18.55,689.0,0
5366,5288-AHOUP,1,1,0,0,11,1,1,2,0,0,0,0,0,1,0,1,0,78.5,874.2,0
5367,7815-PDTHL,1,0,0,0,35,1,1,0,2,2,2,2,2,2,2,1,1,20.2,684.4,0
5368,2275-RBYQS,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,45.4,45.4,0
5369,2580-ASVVY,2,0,1,0,37,0,0,1,1,0,0,1,1,0,2,0,0,45.4,1593.1,0
5370,8146-QQKZH,2,0,1,0,71,1,1,1,1,0,1,1,1,1,2,0,2,81.85,5924.4,0
5371,1216-JWVUX,1,0,1,1,25,1,1,2,0,1,0,0,0,0,0,1,0,75.5,1901.05,0
5372,8040-MNRTF,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,71.1,71.1,0
5373,3594-UVONA,2,0,0,0,35,1,2,1,1,0,1,1,1,1,1,1,3,85.95,3110.1,1
5374,7629-WFGLW,2,1,1,0,56,1,2,2,1,1,1,1,0,0,1,0,0,95.65,5471.75,0
5375,6333-YDVLT,1,0,0,0,65,1,2,2,1,0,1,1,1,1,1,1,3,110.0,7138.65,0
5376,8819-IMISP,1,0,0,0,31,1,2,2,0,1,0,0,0,0,0,1,0,80.45,2429.1,0
5377,4524-QCSSM,1,0,0,0,26,0,0,1,1,1,0,0,0,1,0,1,2,44.65,1156.55,0
5378,9544-PYPSJ,2,1,1,1,62,1,2,2,0,1,1,0,0,1,0,1,3,96.1,6019.35,0
5379,8859-YSTWS,1,0,0,0,48,1,1,0,2,2,2,2,2,2,1,0,2,19.95,1004.5,0
5380,5322-ZSMZY,1,0,1,1,31,1,2,0,2,2,2,2,2,2,2,0,1,25.75,755.6,0
5381,0794-YVSGE,1,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,2,20.3,1401.15,0
5382,7030-FZTFM,1,0,1,1,72,1,2,2,0,1,1,1,1,1,2,0,3,110.9,7922.75,0
5383,2225-ZRGSG,2,0,1,1,70,1,2,2,1,1,1,1,0,0,2,0,2,93.9,6579.05,1
5384,4908-XAXAY,2,1,0,0,49,1,1,2,0,1,1,0,0,1,1,1,2,89.85,4287.2,0
5385,5178-LMXOP,1,1,1,0,1,1,2,2,0,0,0,0,1,1,0,1,0,95.1,95.1,1
5386,6305-YLBMM,1,0,0,0,69,1,1,2,0,1,1,1,1,1,1,1,2,104.05,7262.0,1
5387,4521-WFJAI,1,0,0,0,56,1,2,0,2,2,2,2,2,2,2,1,2,25.95,1444.05,0
5388,9025-AOMKI,2,0,0,0,6,1,2,2,0,0,0,0,1,1,0,1,2,93.55,536.4,1
5389,6080-TCMYC,1,0,1,1,40,1,2,2,0,0,1,0,0,0,0,1,0,81.2,3292.3,0
5390,9957-YODKZ,1,1,1,0,6,1,2,2,0,0,1,0,0,0,0,1,0,80.8,457.1,0
5391,5816-QVHRX,2,0,0,0,37,1,2,2,0,0,0,1,1,1,0,0,3,100.3,3541.4,0
5392,5327-CNLUQ,1,0,1,0,48,1,2,2,1,1,1,0,1,0,2,1,2,96.9,4473.45,0
5393,3891-PUQOD,2,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,59.2,59.2,1
5394,7964-YESJC,2,0,1,0,24,1,2,1,1,1,1,0,0,0,0,0,1,66.3,1559.45,0
5395,0404-AHASP,1,0,1,0,72,1,1,0,2,2,2,2,2,2,2,0,3,19.7,1421.9,0
5396,5624-BQSSA,2,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,1,20.95,20.95,1
5397,7826-VVKWT,2,1,1,1,24,1,1,2,0,0,1,0,1,1,2,1,0,96.55,2263.45,0
5398,1047-RNXZV,1,0,0,0,43,1,1,0,2,2,2,2,2,2,2,0,1,19.55,876.15,0
5399,1635-HDGFT,2,0,0,1,19,1,1,0,2,2,2,2,2,2,2,0,1,20.5,398.55,0
5400,1394-SUIUH,2,1,1,0,44,1,1,2,1,1,0,1,0,0,0,1,0,85.15,3670.5,0
5401,9802-CAQUT,2,0,1,1,72,1,2,2,1,1,1,0,1,1,2,0,3,109.55,7887.25,0
5402,4625-LAMOB,1,0,0,0,44,1,1,0,2,2,2,2,2,2,2,0,3,20.4,905.55,0
5403,3374-PZLXD,1,0,0,0,34,1,1,0,2,2,2,2,2,2,0,0,1,19.7,675.6,0
5404,6078-VESFR,1,1,1,0,13,1,1,2,0,0,0,0,0,0,0,0,2,70.45,849.1,0
5405,3538-WZPHD,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,29.6,79.45,1
5406,4049-ZPALD,2,0,1,0,64,1,1,2,1,0,1,0,1,1,2,1,2,99.0,6375.8,0
5407,1357-BIJKI,1,0,1,0,50,1,2,2,0,1,0,0,1,1,1,1,0,98.25,4858.7,0
5408,9763-GRSKD,1,0,1,1,13,1,1,1,1,0,0,0,0,0,0,1,1,49.95,587.45,0
5409,6345-FZOQH,1,0,1,0,69,1,1,0,2,2,2,2,2,2,2,0,1,19.9,1363.45,0
5410,3945-GFWQL,2,0,0,1,12,1,1,1,0,0,0,0,0,0,0,1,0,44.55,480.6,1
5411,3540-RZJYU,2,0,0,0,15,1,1,2,1,0,0,0,1,0,0,0,0,86.2,1270.2,1
5412,7693-LCKZL,1,0,1,1,5,1,2,2,0,1,0,0,0,0,0,1,0,80.15,385.0,1
5413,6518-LGAOV,2,0,1,0,38,1,2,2,0,0,1,1,1,1,0,1,0,105.0,4026.4,1
5414,2034-CGRHZ,1,1,0,0,24,1,2,2,0,1,1,0,1,1,0,1,3,102.95,2496.7,1
5415,7608-RGIRO,1,0,0,1,62,1,2,0,2,2,2,2,2,2,2,1,1,24.4,1413.0,0
5416,3714-XPXBW,2,0,0,0,37,1,2,1,1,1,1,1,1,0,0,1,3,78.9,2976.95,0
5417,7746-AWNQW,2,0,0,0,28,0,0,1,0,0,1,1,0,0,0,1,1,35.75,961.4,0
5418,0599-XNYDO,2,0,1,0,20,1,1,2,0,0,0,0,0,0,0,1,2,69.8,1540.35,0
5419,2498-XLDZR,2,0,1,1,32,1,1,1,1,1,1,1,0,1,2,0,1,73.6,2316.85,0
5420,4822-LPTYJ,1,0,1,0,72,1,2,2,0,1,1,0,1,1,2,1,2,103.75,7346.2,0
5421,7526-BEZQB,1,0,0,0,12,1,2,2,0,0,0,0,1,1,0,1,0,96.05,1148.1,1
5422,4597-NUCQV,1,1,0,0,24,1,2,2,0,1,0,0,1,1,0,1,0,101.25,2440.15,1
5423,4195-NZGTA,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.25,25.25,0
5424,9462-MJUAW,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,1,50.4,206.6,1
5425,8388-DMKAE,2,0,0,0,8,1,1,0,2,2,2,2,2,2,2,0,1,20.25,174.65,0
5426,0432-CAJZV,1,0,0,0,3,1,1,2,0,0,0,0,1,1,0,0,1,90.7,237.65,0
5427,0071-NDAFP,1,0,1,1,25,1,2,0,2,2,2,2,2,2,2,0,3,25.5,630.6,0
5428,3315-TOTBP,1,0,0,0,15,1,2,2,0,0,0,0,0,0,0,1,1,76.0,1130.85,1
5429,9754-CLVZW,2,0,1,1,26,0,0,1,1,1,0,1,0,0,0,0,3,38.85,1025.15,0
5430,9651-GTSAQ,2,0,1,0,53,1,1,2,1,1,1,0,1,1,1,1,2,106.1,5769.75,1
5431,3428-XZMAZ,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,69.35,69.35,1
5432,6139-ZZRBQ,1,1,0,0,64,1,1,0,2,2,2,2,2,2,2,1,2,20.05,1198.05,0
5433,3831-YCPUO,2,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,3,109.5,7854.9,0
5434,6485-QXWWE,2,0,0,1,62,1,2,0,2,2,2,2,2,2,2,0,2,26.0,1638.7,0
5435,7811-JIVPF,2,0,0,0,23,1,1,1,0,0,1,0,0,0,0,0,3,49.7,1081.25,0
5436,7479-NITWS,1,0,0,0,7,1,2,2,0,0,1,0,1,0,0,1,3,89.35,631.85,1
5437,9052-DHNKM,1,0,0,0,26,1,2,1,1,1,0,0,0,0,1,0,0,61.55,1581.95,0
5438,7073-QETQY,1,0,1,1,66,1,1,0,2,2,2,2,2,2,1,1,0,20.35,1359.5,0
5439,3221-CJMSG,1,0,0,0,24,1,1,1,0,0,0,1,0,0,0,1,3,51.1,1269.6,0
5440,6198-RTPMF,2,0,1,0,17,1,2,2,0,0,0,0,1,1,0,0,0,92.6,1579.7,0
5441,1964-SVLEA,1,0,0,0,20,1,1,0,2,2,2,2,2,2,1,1,1,19.7,415.9,0
5442,4576-CSAJH,1,0,0,0,22,1,1,1,0,1,0,1,0,0,1,1,3,55.15,1193.05,1
5443,9891-NQDBD,2,0,1,0,28,1,2,0,2,2,2,2,2,2,1,0,1,25.55,672.2,0
5444,4568-TTZRT,1,0,0,0,9,1,1,0,2,2,2,2,2,2,0,0,1,20.4,181.8,0
5445,3259-FDWOY,1,0,1,1,71,1,2,2,0,1,1,0,1,1,2,1,2,106.0,7723.7,1
5446,3585-YNADK,2,0,1,0,57,1,2,1,0,1,1,1,1,0,1,0,2,74.6,4368.95,0
5447,4335-UPJSI,2,0,0,1,24,1,1,0,2,2,2,2,2,2,2,0,1,19.75,498.1,0
5448,5846-NEQVZ,1,0,1,1,71,1,1,1,1,0,1,1,0,1,2,1,3,70.85,4973.4,0
5449,1062-LHZOD,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,1,69.9,69.9,1
5450,6583-QGCSI,2,1,1,0,50,1,2,2,0,1,0,0,1,0,0,1,0,88.05,4367.35,1
5451,2651-ZCBXV,1,0,0,0,54,1,2,2,1,1,0,1,1,1,2,1,3,108.0,5760.65,0
5452,1725-IQNIY,1,0,1,0,54,1,1,2,1,1,1,1,1,1,2,0,2,109.75,6110.2,1
5453,2514-GINMM,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,0,79.5,79.5,1
5454,7181-OQCUT,1,0,0,0,21,1,2,2,1,0,1,0,1,1,0,0,1,103.85,2215.0,0
5455,9391-TTOYH,2,0,0,0,23,1,1,0,2,2,2,2,2,2,0,1,1,19.5,470.2,0
5456,3162-KKZXO,2,1,0,0,55,1,2,2,0,0,1,0,1,1,1,1,0,100.15,5409.75,0
5457,8096-LOIST,2,0,0,0,19,1,1,1,0,0,0,0,0,1,0,1,0,56.2,1093.4,0
5458,3255-GRXMG,1,0,0,1,18,1,1,1,0,0,0,0,0,0,0,1,3,45.65,747.2,0
5459,6575-SUVOI,2,1,1,0,25,1,2,1,1,0,0,1,1,0,0,1,3,69.5,1752.65,0
5460,1710-RCXUS,1,0,1,0,51,1,2,2,0,1,0,0,0,1,1,1,3,90.35,4614.55,0
5461,1803-BGNBD,2,0,0,0,12,1,1,1,0,1,0,1,0,0,0,1,0,54.3,654.5,0
5462,0114-PEGZZ,2,0,0,0,33,1,2,2,0,1,1,0,1,1,0,0,0,107.55,3645.5,0
5463,9300-RENDD,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,0,79.95,79.95,1
5464,8885-QSQBX,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,49.55,49.55,0
5465,2516-VQRRV,2,1,0,0,2,1,2,2,0,0,0,0,0,0,0,1,1,75.45,158.4,1
5466,5876-QMYLD,2,0,1,1,23,1,1,0,2,2,2,2,2,2,1,0,1,20.05,415.1,0
5467,8884-FEEWR,1,0,0,0,35,1,1,0,2,2,2,2,2,2,1,0,2,20.6,754.0,0
5468,7742-MYPGI,2,0,1,1,6,1,1,1,0,0,0,1,0,0,0,1,1,48.8,297.35,0
5469,8896-RAZCR,2,0,0,1,44,1,1,0,2,2,2,2,2,2,2,0,1,19.9,868.1,0
5470,9507-EXLTT,2,0,1,0,1,1,1,2,0,0,0,0,1,0,0,1,2,79.35,79.35,1
5471,4065-JJAVA,2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,49.5,49.5,0
5472,2587-EKXTS,1,0,0,0,44,1,2,2,1,1,1,0,1,1,0,1,0,111.5,4915.15,0
5473,0829-XXPLX,2,0,0,0,20,1,1,2,1,0,1,0,1,0,0,1,2,89.4,1871.15,0
5474,8966-SNIZF,2,0,1,0,70,1,1,0,2,2,2,2,2,2,2,0,2,19.45,1303.5,0
5475,5619-XZZKR,1,0,0,0,4,1,1,0,2,2,2,2,2,2,1,0,1,19.95,68.2,0
5476,4238-JSSWH,2,1,1,0,35,1,2,2,0,0,1,0,1,1,0,0,2,102.05,3452.55,0
5477,1206-EHBDD,2,0,1,0,56,1,1,2,1,0,1,0,0,0,2,0,2,80.3,4513.65,0
5478,0674-EYYZV,2,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,54.65,54.65,0
5479,0743-HNPFG,2,0,1,1,51,1,1,1,1,1,0,1,0,1,1,1,3,69.75,3562.5,0
5480,5575-TPIZQ,1,0,0,0,46,1,2,2,1,0,0,0,1,0,0,1,3,89.15,4245.55,0
5481,6388-TABGU,1,0,0,1,62,1,1,1,1,1,0,0,0,0,1,0,2,56.15,3487.95,0
5482,2790-XUYMV,1,0,0,1,71,1,2,2,1,1,0,0,0,0,1,1,3,85.45,6028.95,0
5483,9659-QEQSY,2,0,0,0,45,1,2,2,1,1,1,1,1,1,0,1,0,115.65,5125.5,0
5484,7881-INRLC,1,0,0,0,45,1,2,2,0,1,0,0,1,1,0,1,3,100.85,4740.0,1
5485,3472-QPRCH,1,0,1,1,40,1,2,0,2,2,2,2,2,2,2,0,3,25.25,1006.9,0
5486,3590-TCXTB,1,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,1,20.35,20.35,0
5487,9677-AVKED,2,0,0,1,53,1,2,1,0,1,1,1,1,1,1,1,0,84.6,4449.75,0
5488,6959-UWKHF,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,42.9,42.9,1
5489,6202-DYYFX,2,0,0,0,22,1,2,2,0,0,0,0,0,0,1,1,3,76.0,1783.6,0
5490,7576-OYWBN,1,1,0,0,3,1,2,2,0,0,0,0,0,0,0,1,0,76.05,231.8,1
5491,4686-UXDML,2,0,0,0,21,1,2,2,0,1,0,0,1,1,0,1,3,99.85,1992.55,0
5492,0581-MDMPW,2,0,0,0,24,1,2,2,0,0,1,0,1,0,0,1,3,88.95,2072.75,0
5493,1910-FMXJM,2,0,1,0,36,1,1,2,0,0,0,0,0,1,0,0,0,80.4,2937.65,0
5494,7318-EIVKO,1,0,0,0,8,1,2,1,0,0,0,0,1,0,0,1,0,59.25,436.6,0
5495,9637-CDTKZ,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,3,114.1,8086.4,0
5496,9101-BWFSS,2,0,1,0,50,1,2,2,1,1,0,1,1,1,1,0,0,108.55,5610.7,1
5497,2560-WBWXF,1,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,24.15,1498.85,0
5498,1768-HNVGJ,2,1,0,0,45,1,2,1,1,0,0,1,0,1,0,1,0,70.05,3062.45,0
5499,2632-IVXVF,2,0,1,1,68,1,2,2,1,0,1,1,1,1,2,0,3,111.75,7511.3,0
5500,4973-RLZVI,2,0,0,0,30,1,1,1,1,1,1,1,1,0,1,0,3,74.65,2308.6,0
5501,1565-RHDJD,2,0,0,1,4,1,2,2,0,1,1,0,0,0,0,0,2,84.05,333.55,1
5502,0953-LGOVU,1,0,1,1,12,0,0,1,0,1,0,1,0,0,0,0,1,35.5,432.25,0
5503,3126-WQMGH,2,0,1,0,49,1,2,1,0,0,0,0,0,0,0,1,3,52.15,2583.75,0
5504,8205-OTCHB,1,0,0,0,22,0,0,1,0,1,1,0,0,1,1,1,2,43.75,903.6,1
5505,5003-XZWWO,1,0,1,0,71,1,2,1,0,1,1,1,1,1,2,0,3,84.2,5956.85,0
5506,9146-JRIOX,2,0,1,1,14,1,2,0,2,2,2,2,2,2,0,0,1,25.55,372.45,0
5507,6878-GGDWG,2,0,1,0,32,1,1,0,2,2,2,2,2,2,0,0,2,19.4,641.15,0
5508,5872-OEQNH,2,0,0,0,60,0,0,1,1,0,1,0,0,1,1,1,0,44.45,2773.9,0
5509,4365-MSDYN,1,0,1,0,8,1,1,0,2,2,2,2,2,2,0,1,2,19.55,161.15,0
5510,7306-YDSOI,1,0,1,1,69,1,1,1,1,1,1,0,0,0,2,1,2,59.75,4069.9,0
5511,1035-IPQPU,2,1,1,0,63,1,2,2,0,1,1,0,1,1,0,1,0,103.5,6479.4,0
5512,8550-XSXUQ,1,0,1,0,48,1,2,1,0,1,1,0,0,1,1,1,3,70.55,3420.5,0
5513,9253-QXKBE,1,1,1,0,29,1,2,2,0,0,0,0,1,1,0,1,0,94.45,2653.65,1
5514,5751-USDBL,1,0,1,1,46,1,1,1,1,0,1,1,1,1,2,0,1,81.0,3846.35,0
5515,0302-JOIVN,2,0,1,0,8,1,1,2,0,1,1,0,1,1,0,0,0,101.15,842.9,1
5516,5214-NLTIT,1,0,1,1,72,1,2,2,0,0,1,0,0,1,2,1,3,90.8,6511.8,0
5517,2082-CEFLT,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,45.6,45.6,1
5518,9194-GFVOI,2,0,1,0,42,1,2,1,1,0,1,1,1,1,2,0,3,84.35,3571.6,0
5519,7493-TPUWZ,1,0,0,0,1,1,2,2,0,1,0,0,0,0,0,1,0,79.15,79.15,1
5520,1596-BBVTG,1,0,0,0,35,1,2,2,0,0,0,0,0,0,0,0,3,75.35,2636.05,1
5521,2223-GDSHL,1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,1,2,116.05,8297.5,0
5522,8213-TAZPM,2,0,1,1,69,1,2,2,0,1,1,1,1,1,1,1,2,108.75,7493.05,0
5523,5568-DMXZS,2,0,0,0,8,1,1,1,0,1,0,1,1,0,0,1,0,65.45,554.45,0
5524,0484-FFVBJ,1,0,0,0,32,1,1,1,0,0,0,0,1,1,1,1,2,64.85,2010.95,0
5525,4213-HKBJO,2,0,0,0,33,1,2,0,2,2,2,2,2,2,2,0,3,25.7,826.1,0
5526,6212-ATMLK,2,0,0,0,50,1,2,2,0,0,0,0,1,1,0,1,0,95.7,4729.75,0
5527,3313-QKNKB,1,0,1,0,59,1,2,2,0,0,0,0,0,1,1,0,0,85.55,5084.65,1
5528,7225-CBZPL,1,1,1,0,17,1,2,2,0,0,0,0,1,1,0,1,0,94.8,1563.9,0
5529,1813-JLKWR,2,0,1,1,64,1,1,0,2,2,2,2,2,2,1,0,2,19.8,1336.65,0
5530,8920-NAVAY,1,1,0,0,62,1,2,2,0,1,1,1,1,1,1,1,2,110.75,7053.35,0
5531,1218-VKFPE,2,0,1,1,12,1,1,0,2,2,2,2,2,2,0,0,1,19.0,233.55,1
5532,7952-OBOYL,1,0,0,0,3,1,1,2,0,0,1,1,1,0,0,1,1,89.85,244.45,0
5533,5197-LQXXH,2,0,1,0,71,1,2,1,0,1,1,1,1,1,2,1,3,83.3,5894.5,0
5534,7971-HLVXI,1,0,1,1,72,1,2,2,0,0,0,0,0,1,2,1,3,84.5,6130.85,0
5535,1728-BQDMA,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,44.45,82.7,0
5536,6086-ESGRL,2,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,3,80.15,80.15,1
5537,2778-OCLGR,1,1,1,0,24,0,0,1,1,0,0,0,0,1,0,0,2,39.1,971.3,1
5538,2451-YMUXS,1,1,0,0,67,1,2,1,1,1,0,1,0,0,2,1,2,64.55,4250.1,0
5539,4092-OFQZS,1,0,1,0,20,1,1,0,2,2,2,2,2,2,1,0,1,20.65,417.5,0
5540,3074-GQWYX,1,0,0,0,5,1,2,2,0,0,0,0,0,0,0,1,2,75.9,357.75,1
5541,0611-DFXKO,1,0,1,0,20,1,1,2,0,0,0,0,1,1,0,1,1,89.0,1820.45,1
5542,1469-LBJQJ,2,0,1,0,66,1,2,2,0,1,1,0,1,1,0,1,0,105.2,6936.85,0
5543,6838-YAUVY,2,0,0,0,54,1,2,2,0,0,1,1,0,1,2,1,2,95.1,5064.85,0
5544,5208-HFSBT,2,0,0,0,2,1,1,1,0,1,0,1,0,0,0,1,3,55.05,102.75,1
5545,6624-JDRDS,2,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,2,29.45,161.45,0
5546,8868-WOZGU,1,0,0,0,28,1,2,2,0,1,1,0,1,1,0,1,0,105.7,2979.5,1
5547,6892-XPFPU,1,1,1,0,24,1,2,2,0,1,1,0,1,1,0,1,0,104.25,2433.9,1
5548,7548-SEPYI,2,0,0,0,5,1,1,2,0,1,0,0,1,1,0,1,0,96.25,512.45,1
5549,2774-LVQUS,2,1,1,0,15,1,2,2,0,0,1,1,0,0,0,1,0,83.05,1258.3,1
5550,6292-TOSSS,1,0,0,0,50,1,2,0,2,2,2,2,2,2,2,0,2,24.9,1195.25,0
5551,1998-VHJHK,2,0,0,0,27,1,1,0,2,2,2,2,2,2,1,0,1,19.15,501.35,0
