,ID,性別,年齢区分,婚姻有無,扶養家族,利用月数,電話ｻｰﾋﾞｽ,電話回線数,ｲﾝﾀｰﾈｯﾄｻｰﾋﾞｽ,ｾｷｭﾘﾃｨｻｰﾋﾞｽ,ﾊﾞｯｸｱｯﾌﾟｻｰﾋﾞｽ,機器予防ｻｰﾋﾞｽ,ﾃｸﾆｶﾙｻﾎﾟｰﾄ,ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(TV),ｽﾄﾘｰﾐﾝｸﾞｻｰﾋﾞｽ(映画),契約形態,請求書,支払方法,月額支払額,通算支払額,解約
5044,6620-JDYNW,女,非高齢者,未婚,なし,18,あり,複数回線,DSL,あり,なし,あり,なし,なし,なし,毎月更新,電子請求書,郵送小切手,60.6,1156.35,No
5045,7596-LDUXP,女,非高齢者,未婚,なし,12,あり,1回線,Fiber optic,あり,なし,なし,なし,あり,なし,1年更新,電子請求書,クレジットカード,85.15,979.05,No
5046,5985-TBABQ,女,非高齢者,未婚,なし,32,あり,複数回線,DSL,あり,なし,なし,なし,あり,あり,1年更新,紙請求書,郵送小切手,74.75,2282.95,No
5047,9143-CANJF,女,非高齢者,既婚,あり,24,あり,1回線,DSL,あり,なし,なし,あり,なし,なし,毎月更新,紙請求書,電子決済,55.15,1319.85,No
5048,0655-RBDUG,男,非高齢者,未婚,なし,7,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,98.05,713.0,Yes
5049,4829-ZLJTK,女,高齢者,既婚,なし,72,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,2年更新,電子請求書,電子決済,112.4,8046.85,No
5050,7365-BVCJH,男,非高齢者,未婚,なし,1,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,24.4,24.4,No
5051,8380-PEFPE,男,非高齢者,未婚,あり,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,71.65,71.65,Yes
5052,1097-FSPVW,女,非高齢者,未婚,なし,42,あり,1回線,DSL,あり,なし,あり,なし,なし,なし,毎月更新,紙請求書,クレジットカード,54.55,2455.05,No
5053,7089-IVVAZ,女,非高齢者,未婚,なし,8,あり,複数回線,Fiber optic,あり,なし,なし,あり,あり,あり,毎月更新,電子請求書,口座引き落とし,103.35,847.3,Yes
5054,5893-KCLGT,女,非高齢者,未婚,あり,72,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,郵送小切手,19.75,1567.0,No
5055,7718-RXDGG,男,非高齢者,既婚,なし,15,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,68.6,1108.6,No
5056,7771-CFQRQ,女,非高齢者,既婚,あり,47,あり,1回線,DSL,なし,あり,なし,あり,なし,あり,2年更新,紙請求書,口座引き落とし,63.8,3007.25,No
5057,3976-HXHCE,男,非高齢者,未婚,なし,72,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,19.3,1414.8,No
5058,8221-HVAYI,男,非高齢者,既婚,あり,35,あり,複数回線,DSL,あり,あり,あり,あり,なし,なし,2年更新,電子請求書,クレジットカード,69.15,2490.15,No
5059,0831-JNISG,男,非高齢者,既婚,あり,71,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.8,1396.25,No
5060,2325-WINES,女,非高齢者,未婚,なし,32,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,1年更新,電子請求書,クレジットカード,104.05,3416.85,No
5061,4749-OJKQU,女,非高齢者,未婚,なし,4,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,75.65,302.35,No
5062,0536-ACXIP,女,非高齢者,既婚,なし,72,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,2年更新,電子請求書,電子決済,109.55,8165.1,No
5063,6586-MYGKD,男,非高齢者,既婚,なし,70,あり,複数回線,DSL,あり,なし,なし,あり,あり,あり,2年更新,電子請求書,クレジットカード,76.95,5289.8,No
5064,5600-PDUJF,男,非高齢者,未婚,なし,6,あり,1回線,DSL,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,クレジットカード,49.5,312.7,No
5065,9938-EKRGF,女,非高齢者,未婚,なし,15,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,毎月更新,紙請求書,郵送小切手,84.45,1287.85,No
5066,9046-DQMTP,男,非高齢者,未婚,なし,35,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,口座引き落とし,20.75,739.9,No
5067,5482-PLVPE,女,高齢者,未婚,なし,2,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,24.35,41.85,Yes
5068,1221-GHZEP,女,非高齢者,未婚,なし,62,あり,1回線,DSL,あり,なし,なし,あり,なし,あり,2年更新,電子請求書,郵送小切手,65.1,3846.75,No
5069,5457-COLHT,男,非高齢者,既婚,あり,69,あり,1回線,DSL,あり,あり,なし,あり,あり,あり,2年更新,紙請求書,口座引き落とし,80.65,5542.55,No
5070,2455-USLMV,女,非高齢者,未婚,なし,31,あり,複数回線,Fiber optic,あり,なし,あり,なし,なし,なし,毎月更新,電子請求書,クレジットカード,84.75,2613.4,No
5071,5815-HGGHV,男,非高齢者,既婚,なし,20,あり,1回線,DSL,あり,なし,なし,あり,なし,あり,1年更新,電子請求書,郵送小切手,64.15,1274.45,No
5072,8401-EMUWF,男,非高齢者,既婚,あり,42,あり,複数回線,DSL,あり,あり,なし,なし,あり,なし,毎月更新,電子請求書,口座引き落とし,69.4,3058.3,No
5073,0973-KYVNF,女,非高齢者,既婚,あり,72,あり,1回線,DSL,あり,あり,あり,なし,あり,なし,2年更新,電子請求書,クレジットカード,70.65,5011.15,No
5074,4223-BKEOR,女,非高齢者,未婚,あり,21,あり,1回線,DSL,あり,なし,あり,なし,なし,あり,1年更新,紙請求書,郵送小切手,64.85,1336.8,No
5075,6161-ERDGD,男,非高齢者,既婚,あり,71,あり,複数回線,DSL,あり,なし,あり,あり,あり,あり,1年更新,紙請求書,電子決済,85.45,6300.85,No
5076,4695-VADHF,男,非高齢者,既婚,あり,18,あり,1回線,DSL,なし,なし,あり,なし,なし,あり,毎月更新,紙請求書,電子決済,57.45,990.85,Yes
5077,3769-MHZNV,女,非高齢者,既婚,あり,33,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.1,670.35,No
5078,6275-YDUVO,女,非高齢者,未婚,なし,2,あり,1回線,Fiber optic,なし,なし,あり,なし,なし,あり,毎月更新,電子請求書,郵送小切手,86.2,178.7,Yes
5079,7336-RLLRH,男,非高齢者,既婚,なし,27,あり,複数回線,DSL,あり,なし,なし,あり,あり,あり,1年更新,紙請求書,郵送小切手,80.85,2204.35,No
5080,5906-BFOZT,男,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,19.5,19.5,No
5081,3331-HQDTW,女,非高齢者,未婚,なし,34,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,毎月更新,電子請求書,郵送小切手,109.8,3587.25,Yes
5082,2324-EFHVG,男,非高齢者,未婚,なし,64,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,2年更新,電子請求書,口座引き落とし,104.4,6692.65,No
5083,5095-AESKG,女,非高齢者,既婚,なし,3,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,あり,毎月更新,電子請求書,クレジットカード,91.5,242.95,Yes
5084,7872-RDDLZ,女,高齢者,未婚,なし,67,あり,複数回線,DSL,なし,あり,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,54.9,3725.5,No
5085,1131-ALZWV,女,非高齢者,未婚,なし,24,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,口座引き落とし,24.6,605.25,No
5086,7964-VEXDG,男,非高齢者,未婚,あり,21,あり,複数回線,Fiber optic,あり,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,80.35,1747.2,No
5087,9094-AZPHK,女,非高齢者,未婚,なし,15,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,100.15,1415.0,No
5088,8620-RJPZN,女,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,電子決済,20.7,20.7,No
5089,7519-JTWQH,女,非高齢者,未婚,なし,69,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,110.5,7455.45,No
5090,9237-HQITU,女,非高齢者,未婚,なし,2,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,70.7,151.65,Yes
5091,0526-SXDJP,男,非高齢者,既婚,なし,72,なし,電話契約なし,DSL,あり,あり,あり,なし,なし,なし,2年更新,紙請求書,口座引き落とし,42.1,2962.0,No
5092,9360-OMDZZ,男,非高齢者,未婚,なし,24,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,94.1,2322.85,No
5093,3720-DBRWL,男,非高齢者,既婚,なし,51,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,83.85,4307.1,No
5094,5813-UECBU,男,高齢者,未婚,なし,33,あり,複数回線,Fiber optic,なし,あり,あり,なし,なし,なし,毎月更新,電子請求書,クレジットカード,83.85,2716.3,Yes
5095,9019-QVLZD,女,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,紙請求書,電子決済,79.55,79.55,Yes
5096,9625-RZFUK,男,非高齢者,既婚,あり,63,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.7,1275.85,No
5097,8780-IXSTS,女,非高齢者,未婚,なし,6,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,90.1,521.3,Yes
5098,6982-SSHFK,男,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,44.4,44.4,Yes
5099,5067-WJEUN,男,非高齢者,既婚,あり,67,あり,1回線,DSL,あり,あり,なし,なし,なし,なし,2年更新,電子請求書,口座引き落とし,54.2,3838.2,No
5100,9286-DOJGF,女,高齢者,既婚,なし,38,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,74.95,2869.85,Yes
5101,7879-CGSFV,男,非高齢者,未婚,なし,55,あり,1回線,Fiber optic,あり,あり,なし,なし,あり,あり,1年更新,電子請求書,郵送小切手,100.9,5552.05,No
5102,9374-YOLBJ,女,非高齢者,既婚,あり,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,電子決済,19.25,19.25,No
5103,1448-CYWKC,女,非高齢者,既婚,あり,58,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,1年更新,電子請求書,クレジットカード,105.2,6225.4,No
5104,2761-XECQW,男,高齢者,既婚,なし,8,なし,電話契約なし,DSL,なし,あり,あり,なし,なし,あり,毎月更新,電子請求書,郵送小切手,43.35,371.4,No
5105,8098-LLAZX,女,高齢者,未婚,なし,4,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,95.45,396.1,Yes
5106,0601-WZHJF,男,非高齢者,既婚,なし,14,なし,電話契約なし,DSL,なし,なし,なし,なし,あり,あり,毎月更新,紙請求書,電子決済,46.35,667.7,Yes
5107,4188-PCPIG,女,非高齢者,既婚,なし,57,あり,1回線,DSL,あり,あり,なし,あり,あり,なし,2年更新,電子請求書,クレジットカード,70.35,4124.65,No
5108,6773-LQTVT,女,高齢者,既婚,あり,29,なし,電話契約なし,DSL,なし,あり,あり,なし,なし,なし,毎月更新,電子請求書,郵送小切手,35.65,1025.15,No
5109,1849-RJYIG,女,非高齢者,未婚,なし,8,あり,1回線,DSL,あり,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,60.0,487.75,No
5110,5115-GZDEL,男,非高齢者,未婚,あり,72,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,67.2,4671.7,No
5111,9093-FPDLG,女,非高齢者,未婚,なし,11,あり,1回線,Fiber optic,なし,あり,あり,あり,なし,あり,毎月更新,電子請求書,電子決済,94.2,999.9,No
5112,7233-IOQNP,女,非高齢者,既婚,なし,43,なし,電話契約なし,DSL,あり,なし,なし,あり,なし,なし,毎月更新,紙請求書,口座引き落とし,34.0,1505.35,No
5113,7102-JJVTX,女,非高齢者,既婚,あり,9,あり,1回線,DSL,あり,なし,なし,なし,なし,なし,1年更新,紙請求書,郵送小切手,48.6,422.3,No
5114,2235-EZAIK,女,非高齢者,既婚,なし,72,あり,複数回線,DSL,あり,あり,あり,あり,あり,なし,2年更新,紙請求書,クレジットカード,79.2,5401.9,No
5115,5899-OUVKV,男,非高齢者,未婚,なし,31,あり,1回線,Fiber optic,なし,あり,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,94.5,2979.2,No
5116,5243-SAOTC,男,非高齢者,未婚,なし,54,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,79.85,4308.25,No
5117,7439-DKZTW,男,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,80.55,80.55,No
5118,9102-OXKFY,男,非高齢者,未婚,なし,59,あり,複数回線,DSL,なし,なし,あり,なし,なし,なし,2年更新,紙請求書,クレジットカード,54.15,3116.15,No
5119,7560-QRBXH,女,非高齢者,未婚,あり,48,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,19.95,936.7,No
5120,3537-HPKQT,女,非高齢者,既婚,なし,55,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,77.75,4266.4,No
5121,1170-SASML,女,非高齢者,既婚,なし,69,あり,複数回線,Fiber optic,なし,あり,あり,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,85.4,5869.4,No
5122,4573-JKNAE,男,非高齢者,未婚,あり,12,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,19.35,212.3,No
5123,4634-JLRJT,女,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,20.35,20.35,No
5124,6496-SLWHQ,男,高齢者,未婚,なし,3,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,105.0,294.45,Yes
5125,3916-NRPAP,男,非高齢者,未婚,なし,3,あり,1回線,Fiber optic,なし,なし,あり,なし,なし,あり,毎月更新,紙請求書,クレジットカード,85.7,256.75,No
5126,5055-MGMGF,女,非高齢者,既婚,なし,65,あり,複数回線,Fiber optic,あり,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,105.05,6914.95,No
5127,7317-GGVPB,男,非高齢者,既婚,なし,71,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,108.6,7690.9,Yes
5128,8181-YHCMF,女,非高齢者,既婚,あり,68,なし,電話契約なし,DSL,なし,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,60.3,4109.0,No
5129,2865-TCHJW,女,高齢者,未婚,なし,4,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,なし,毎月更新,電子請求書,電子決済,89.2,346.2,Yes
5130,4826-XTSOH,男,高齢者,既婚,なし,1,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,86.05,86.05,Yes
5131,6064-ZATLR,女,非高齢者,未婚,なし,27,あり,1回線,DSL,あり,あり,なし,なし,なし,なし,2年更新,紙請求書,口座引き落とし,52.85,1498.65,No
5132,0723-FDLAY,男,非高齢者,未婚,なし,44,あり,複数回線,DSL,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,85.25,3704.15,No
5133,1685-BQULA,女,非高齢者,未婚,なし,40,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,なし,毎月更新,電子請求書,口座引き落とし,93.4,3756.4,No
5134,2372-HWUHI,男,非高齢者,未婚,なし,2,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,44.35,81.25,Yes
5135,8058-INTPH,女,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,79.65,79.65,Yes
5136,8584-KMVXD,女,非高齢者,未婚,なし,8,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,75.6,535.55,No
5137,6447-GORXK,男,非高齢者,未婚,あり,31,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,クレジットカード,25.0,789.2,No
5138,9367-TCUYN,女,非高齢者,未婚,なし,12,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.1,223.6,No
5139,2203-GHNWN,女,非高齢者,既婚,なし,24,あり,複数回線,Fiber optic,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,郵送小切手,79.65,1928.7,No
5140,2582-FFFZR,女,非高齢者,未婚,なし,22,なし,電話契約なし,DSL,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,50.6,1073.3,No
5141,9553-DLCLU,女,非高齢者,未婚,あり,13,あり,複数回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,88.95,1161.75,No
5142,0928-JMXNP,男,高齢者,既婚,なし,4,なし,電話契約なし,DSL,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,電子決済,29.9,118.25,No
5143,9720-JJJOR,男,非高齢者,既婚,あり,41,あり,1回線,DSL,あり,あり,あり,なし,なし,なし,1年更新,電子請求書,口座引き落とし,60.3,2511.3,No
5144,1708-PBBOA,女,非高齢者,未婚,なし,42,なし,電話契約なし,DSL,あり,あり,あり,あり,なし,あり,1年更新,電子請求書,電子決済,54.75,2348.45,No
5145,3617-XLSGQ,女,非高齢者,既婚,あり,66,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,2年更新,紙請求書,口座引き落とし,109.25,7082.5,No
5146,7670-ZBPOQ,女,非高齢者,既婚,なし,58,あり,複数回線,DSL,あり,なし,なし,あり,なし,なし,1年更新,電子請求書,口座引き落とし,61.05,3478.75,No
5147,2810-FTLEM,女,非高齢者,未婚,なし,16,あり,1回線,DSL,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,50.15,762.25,Yes
5148,9170-GYZJC,女,非高齢者,既婚,あり,41,あり,複数回線,DSL,あり,あり,あり,あり,なし,あり,毎月更新,紙請求書,クレジットカード,79.9,3326.2,Yes
5149,1564-HJUVY,男,非高齢者,未婚,なし,4,あり,1回線,DSL,なし,あり,なし,あり,あり,なし,毎月更新,電子請求書,口座引き落とし,63.75,226.2,No
5150,3099-OONVS,男,非高齢者,既婚,あり,25,あり,1回線,DSL,あり,なし,なし,あり,なし,なし,毎月更新,紙請求書,電子決済,54.3,1296.8,No
5151,5605-IYGFG,女,非高齢者,未婚,なし,7,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,69.85,515.45,No
5152,7136-IHZJA,女,非高齢者,既婚,あり,40,あり,1回線,DSL,あり,あり,なし,あり,なし,あり,毎月更新,電子請求書,郵送小切手,71.35,2847.2,No
5153,2636-ALXXZ,女,高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.6,69.6,Yes
5154,8988-ECPJR,女,高齢者,既婚,あり,34,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,79.6,2718.3,Yes
5155,3793-MMFUH,女,高齢者,未婚,なし,13,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,95.05,1290.0,Yes
5156,8970-ANWXO,女,非高齢者,未婚,なし,23,あり,複数回線,DSL,なし,なし,なし,あり,あり,あり,1年更新,電子請求書,郵送小切手,73.75,1756.6,No
5157,5149-TGWDZ,女,非高齢者,未婚,なし,21,あり,1回線,Fiber optic,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,郵送小切手,104.55,2239.4,No
5158,9874-QLCLH,女,非高齢者,既婚,あり,17,あり,複数回線,Fiber optic,あり,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,104.2,1743.5,Yes
5159,4893-GYUJU,女,非高齢者,未婚,なし,50,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,郵送小切手,19.35,1033.0,No
5160,0106-GHRQR,男,非高齢者,未婚,なし,16,あり,複数回線,DSL,なし,あり,あり,なし,なし,あり,毎月更新,電子請求書,口座引き落とし,71.4,1212.1,No
5161,8450-LUGUK,女,非高齢者,既婚,あり,37,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,口座引き落とし,24.1,861.85,No
5162,1195-OIYEJ,男,非高齢者,未婚,なし,13,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,91.1,1135.7,Yes
5163,0196-JTUQI,女,非高齢者,未婚,なし,9,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,75.2,633.85,No
5164,2737-YNGYW,女,非高齢者,未婚,なし,2,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,紙請求書,電子決済,80.55,184.1,Yes
5165,8631-XVRZL,男,非高齢者,未婚,なし,9,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,郵送小切手,20.15,163.7,No
5166,4896-CPRPF,男,非高齢者,既婚,あり,35,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,25.45,809.25,No
5167,0269-XFESX,男,非高齢者,既婚,あり,23,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,24.35,538.5,No
5168,0836-SEYLU,男,非高齢者,既婚,なし,9,なし,電話契約なし,DSL,なし,なし,なし,あり,あり,なし,毎月更新,紙請求書,郵送小切手,40.65,328.95,Yes
5169,0856-NAOES,男,非高齢者,未婚,なし,6,あり,1回線,DSL,なし,なし,あり,なし,あり,なし,毎月更新,紙請求書,郵送小切手,60.9,414.1,No
5170,3160-TYXLT,男,非高齢者,未婚,なし,53,なし,電話契約なし,DSL,あり,あり,なし,なし,なし,あり,毎月更新,電子請求書,口座引き落とし,46.3,2546.85,No
5171,6349-JDHQP,女,非高齢者,未婚,なし,53,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,19.85,1049.6,No
5172,1260-TTRXI,男,非高齢者,未婚,なし,4,あり,1回線,DSL,なし,なし,なし,なし,なし,あり,毎月更新,紙請求書,電子決済,54.3,195.3,Yes
5173,6080-LNESI,男,非高齢者,未婚,なし,51,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,24.75,1234.6,No
5174,8290-YWKHZ,女,高齢者,既婚,なし,32,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,93.2,2931.0,Yes
5175,5478-JJVZK,女,非高齢者,未婚,なし,33,あり,複数回線,DSL,あり,あり,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,60.9,2033.85,No
5176,4081-DYXAV,女,非高齢者,未婚,なし,19,なし,電話契約なし,DSL,なし,なし,なし,なし,あり,あり,1年更新,電子請求書,クレジットカード,44.85,893.55,Yes
5177,3778-FOAQW,女,非高齢者,既婚,なし,24,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20.15,456.85,No
5178,8399-YNDCH,男,高齢者,未婚,なし,21,あり,1回線,DSL,なし,なし,あり,なし,あり,なし,毎月更新,電子請求書,口座引き落とし,60.05,1236.15,Yes
5179,6447-EGDIV,女,非高齢者,未婚,なし,31,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20.95,683.25,No
5180,3301-VKTGC,男,非高齢者,既婚,あり,68,あり,複数回線,Fiber optic,あり,あり,なし,なし,なし,なし,1年更新,電子請求書,口座引き落とし,85.5,5696.6,No
5181,9742-XOKTS,男,非高齢者,既婚,あり,67,あり,複数回線,Fiber optic,あり,あり,なし,あり,なし,なし,1年更新,紙請求書,電子決済,89.55,6038.55,No
5182,9968-FFVVH,男,非高齢者,未婚,なし,63,あり,複数回線,DSL,あり,あり,あり,あり,なし,なし,1年更新,紙請求書,口座引き落とし,68.8,4111.35,No
5183,7945-HLKEA,女,非高齢者,未婚,なし,60,あり,複数回線,DSL,あり,なし,あり,あり,なし,なし,1年更新,紙請求書,電子決済,64.75,4039.5,No
5184,1421-HCERK,男,高齢者,既婚,なし,30,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,なし,毎月更新,電子請求書,口座引き落とし,105.7,3181.8,No
5185,2476-YGEFM,女,非高齢者,未婚,なし,29,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,76.0,2215.25,No
5186,4903-UYAVB,男,非高齢者,既婚,なし,5,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,19.35,126.05,Yes
5187,0191-EQUUH,女,非高齢者,未婚,あり,25,なし,電話契約なし,DSL,あり,なし,なし,あり,なし,なし,2年更新,紙請求書,口座引き落とし,35.05,844.45,No
5188,1114-CENIM,男,非高齢者,未婚,あり,54,あり,複数回線,DSL,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,55.0,3092.65,Yes
5189,9586-JGQKH,女,非高齢者,既婚,なし,64,あり,複数回線,Fiber optic,なし,あり,なし,あり,あり,あり,2年更新,電子請求書,口座引き落とし,105.4,6794.75,No
5190,7839-QRKXN,女,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,20.2,20.2,Yes
