ID,性別,高齢者フラグ,既婚,扶養家族,在職期間,電話サービス,複数回線,インターネットサービス,セキュリティサービス,バックアップサービス,機器予防サービス,テクニカルサポート,ストリーミングサービス（TV),ストリーミングサービス（映画),契約期間,電子請求書,支払い方法,月額支払額,通算支払額,解約
0536-ESJEP,男性,非高齢者,既婚,なし,54,あり,1回線,DSL,あり,あり,なし,なし,あり,あり,2年更新,電子請求書,口座引き落とし,74.55,4191.45,No
4654-GGUII,女性,非高齢者,未婚,なし,18,なし,電話契約なし,DSL,あり,あり,なし,あり,なし,なし,1年更新,電子請求書,郵送小切手,40.2,711.95,No
6478-HRRCZ,男性,非高齢者,既婚,なし,32,あり,1回線,DSL,あり,あり,なし,あり,なし,あり,1年更新,紙請求書,郵送小切手,70.5,2201.75,No
8510-BBWMU,女性,非高齢者,未婚,なし,41,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,郵送小切手,19.75,806.95,No
6857-TKDJV,男性,非高齢者,既婚,あり,67,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,24.65,1620.45,No
2360-RDGRO,男性,非高齢者,既婚,なし,65,あり,複数回線,Fiber optic,あり,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,104.25,6812.95,No
0584-BJQGZ,女性,非高齢者,未婚,なし,25,あり,複数回線,DSL,あり,あり,あり,あり,あり,なし,毎月更新,電子請求書,口座引き落とし,78.35,1837.9,No
5134-IKDAY,女性,非高齢者,既婚,あり,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.8,69.8,Yes
1360-XFJMR,女性,非高齢者,既婚,なし,67,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,クレジットカード,109.7,7344.45,No
3070-DVEYC,男性,高齢者,未婚,なし,7,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,73.75,545.15,Yes
5730-RIITO,女性,高齢者,未婚,なし,43,なし,電話契約なし,DSL,あり,あり,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,33.45,1500.25,No
9058-MJLZC,女性,非高齢者,未婚,なし,24,あり,1回線,Fiber optic,あり,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,94.6,2283.15,No
5707-ORNDZ,男性,高齢者,未婚,なし,9,あり,複数回線,DSL,あり,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,54.55,494.05,Yes
0902-XKXPN,男性,非高齢者,既婚,あり,69,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,20.2,1376.5,No
5177-RVZNU,女性,非高齢者,未婚,あり,37,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,口座引き落とし,20.3,755.4,No
0056-EPFBG,男性,非高齢者,既婚,あり,20,なし,電話契約なし,DSL,あり,なし,あり,あり,なし,なし,2年更新,電子請求書,クレジットカード,39.4,825.4,No
8993-IZEUX,男性,非高齢者,未婚,なし,7,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,69.15,488.65,No
8696-JKZNU,女性,高齢者,未婚,なし,37,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,76.25,2841.55,Yes
5380-AFSSK,女性,非高齢者,未婚,なし,5,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,郵送小切手,93.9,486.85,Yes
8190-ZTQFB,男性,非高齢者,未婚,なし,41,なし,電話契約なし,DSL,なし,なし,あり,なし,あり,あり,1年更新,電子請求書,電子決済,51.35,2075.1,No
0931-MHTEM,女性,非高齢者,未婚,なし,54,あり,1回線,Fiber optic,あり,あり,なし,なし,あり,あり,1年更新,電子請求書,クレジットカード,100.05,5299.65,No
2055-PDADH,女性,高齢者,未婚,なし,3,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,70.4,204.7,Yes
7515-LODFU,男性,高齢者,未婚,なし,69,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,20.3,1356.3,No
0440-UEDAI,女性,非高齢者,未婚,なし,53,あり,1回線,Fiber optic,なし,あり,あり,あり,なし,あり,1年更新,電子請求書,クレジットカード,94.45,5042.75,No
1337-BOZWO,男性,非高齢者,既婚,あり,18,なし,電話契約なし,DSL,なし,あり,あり,なし,あり,なし,1年更新,紙請求書,クレジットカード,46.4,812.4,No
0868-VJRDR,男性,非高齢者,既婚,なし,64,あり,1回線,Fiber optic,あり,あり,なし,あり,あり,あり,2年更新,電子請求書,クレジットカード,104.05,6605.55,No
8714-EUHJO,女性,非高齢者,既婚,あり,31,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,91.15,2995.45,Yes
6344-SFJVH,女性,非高齢者,未婚,なし,20,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,クレジットカード,24.9,505.95,No
3950-VPYJB,男性,非高齢者,既婚,あり,57,あり,1回線,DSL,あり,あり,なし,あり,なし,なし,1年更新,紙請求書,郵送小切手,59.6,3509.4,No
8041-TMEID,男性,高齢者,既婚,なし,63,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,2年更新,紙請求書,クレジットカード,108.5,6991.9,No
7321-ZNSLA,男性,非高齢者,既婚,あり,13,なし,電話契約なし,DSL,あり,あり,なし,あり,なし,なし,2年更新,紙請求書,郵送小切手,40.55,590.35,No
6941-KXRRV,女性,高齢者,既婚,なし,48,あり,1回線,DSL,なし,あり,なし,なし,なし,あり,1年更新,電子請求書,口座引き落とし,58.95,2789.7,No
3721-CNEYS,女性,非高齢者,未婚,なし,2,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,70.95,137.95,Yes
8727-JQFHV,男性,非高齢者,既婚,あり,57,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.75,1123.15,No
9475-NNDGC,男性,非高齢者,既婚,なし,71,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,113.15,7953.25,No
1355-KUSBG,女性,非高齢者,既婚,あり,7,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,48.8,349.8,No
3688-FTHLT,女性,非高齢者,未婚,なし,16,あり,複数回線,DSL,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,口座引き落とし,63.05,1067.05,No
0899-LIIBW,男性,非高齢者,既婚,なし,34,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,紙請求書,電子決済,100.85,3527.3,No
2568-OIADY,女性,非高齢者,既婚,なし,37,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,99.5,3762,Yes
1384-RCUXW,男性,非高齢者,未婚,なし,16,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,80.55,1248.9,No
5825-XJOCM,男性,非高齢者,未婚,あり,48,あり,複数回線,DSL,あり,あり,あり,なし,なし,なし,1年更新,電子請求書,口座引き落とし,64.4,3035.35,No
6848-YLDFR,男性,非高齢者,既婚,あり,58,あり,1回線,DSL,なし,あり,なし,あり,あり,あり,1年更新,電子請求書,クレジットカード,75.2,4300.8,No
8125-QPFJD,女性,非高齢者,既婚,なし,72,あり,複数回線,DSL,あり,なし,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,84.9,6065.3,No
2320-YKQBO,女性,非高齢者,未婚,なし,7,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,19.3,144.95,No
1193-RTSLK,女性,非高齢者,未婚,なし,38,あり,1回線,Fiber optic,あり,あり,あり,なし,なし,なし,毎月更新,電子請求書,クレジットカード,83.9,3233.6,Yes
2302-ANTDP,女性,高齢者,既婚,なし,48,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,毎月更新,紙請求書,電子決済,117.45,5438.9,Yes
5923-GXUOC,男性,非高齢者,未婚,なし,10,あり,1回線,Fiber optic,あり,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,104.4,1081.45,Yes
4973-RLZVI,女性,非高齢者,未婚,なし,30,あり,1回線,DSL,あり,あり,あり,あり,あり,なし,1年更新,紙請求書,クレジットカード,74.65,2308.6,No
7869-ZYDST,男性,非高齢者,既婚,なし,31,あり,複数回線,DSL,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,クレジットカード,59.05,1882.8,No
4501-UYKBC,女性,高齢者,未婚,なし,46,あり,複数回線,DSL,なし,なし,あり,あり,なし,あり,1年更新,電子請求書,クレジットカード,69.1,3255.35,No
1215-EXRMO,男性,非高齢者,既婚,なし,50,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.55,1067.65,No
2305-MRGLV,男性,非高齢者,既婚,なし,28,あり,1回線,Fiber optic,なし,なし,なし,あり,なし,なし,毎月更新,紙請求書,口座引き落とし,76.55,2065.4,No
8404-VIOMB,女性,非高齢者,未婚,なし,66,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,62.5,4136.4,No
5233-GEEAX,男性,高齢者,未婚,なし,8,なし,電話契約なし,DSL,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,電子決済,29.4,221.9,Yes
2359-KLTEK,女性,非高齢者,既婚,あり,41,あり,1回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,94.9,3848,No
5304-EFJLP,男性,高齢者,既婚,なし,72,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,111.65,8022.85,No
2673-ZALNP,女性,非高齢者,未婚,なし,7,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,19.9,173.15,No
9184-GALIL,女性,非高齢者,既婚,あり,38,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.45,781.25,No
4393-RYCRE,男性,非高齢者,未婚,なし,44,あり,1回線,Fiber optic,あり,あり,あり,なし,あり,あり,1年更新,電子請求書,電子決済,106.05,4510.8,No
9746-MDMBK,男性,非高齢者,既婚,あり,47,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,113.45,5317.8,No
3162-ZJZFU,男性,非高齢者,既婚,あり,53,あり,1回線,Fiber optic,なし,あり,なし,あり,あり,なし,毎月更新,電子請求書,電子決済,92.55,4779.45,No
8404-GFGCZ,男性,非高齢者,既婚,なし,4,あり,複数回線,DSL,なし,なし,あり,なし,あり,なし,毎月更新,紙請求書,電子決済,65.6,250.1,No
8875-AKBYH,男性,高齢者,未婚,なし,20,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,84.35,1745.2,No
4432-ADRLB,男性,非高齢者,未婚,なし,2,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,44.65,74.9,Yes
0533-UCAAU,男性,高齢者,既婚,なし,57,あり,複数回線,DSL,なし,あり,あり,なし,あり,なし,1年更新,電子請求書,クレジットカード,71.1,4140.1,No
1394-SUIUH,女性,高齢者,既婚,なし,44,あり,1回線,Fiber optic,あり,あり,なし,あり,なし,なし,毎月更新,電子請求書,電子決済,85.15,3670.5,No
3521-MNKLV,男性,非高齢者,未婚,なし,24,あり,1回線,DSL,なし,なし,あり,なし,なし,なし,毎月更新,電子請求書,郵送小切手,49.7,1167.8,No
2533-TIBIX,男性,非高齢者,既婚,あり,15,なし,電話契約なし,DSL,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,30.2,469.65,No
8993-PHFWD,女性,非高齢者,未婚,なし,3,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,25.25,58.9,Yes
1565-RHDJD,女性,非高齢者,未婚,あり,4,あり,複数回線,Fiber optic,なし,あり,あり,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,84.05,333.55,Yes
7137-RYLPP,男性,高齢者,既婚,なし,37,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,85.7,3171.15,Yes
3765-JXVKY,女性,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.7,74.7,Yes
5092-STPKP,女性,非高齢者,未婚,なし,24,あり,1回線,DSL,あり,なし,なし,あり,なし,なし,毎月更新,紙請求書,クレジットカード,56.35,1381.2,No
7330-WZLNC,女性,非高齢者,未婚,なし,5,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,90.8,455.5,Yes
0114-PEGZZ,女性,非高齢者,未婚,なし,33,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,紙請求書,電子決済,107.55,3645.5,No
3359-DSRKA,女性,非高齢者,既婚,あり,58,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,郵送小切手,19.85,1158.85,No
8639-NHQEI,女性,非高齢者,既婚,あり,72,あり,複数回線,Fiber optic,あり,あり,なし,なし,あり,なし,2年更新,電子請求書,口座引き落とし,95.9,6954.15,No
7161-DFHUF,女性,非高齢者,既婚,なし,71,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,23.85,1672.1,No
3957-LXOLK,女性,高齢者,未婚,なし,28,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,106.15,3152.5,Yes
3720-DBRWL,男性,非高齢者,既婚,なし,51,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,83.85,4307.1,No
6635-MYYYZ,女性,非高齢者,未婚,なし,30,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,1年更新,紙請求書,口座引き落とし,85.35,2530.4,Yes
8565-WUXZU,男性,高齢者,既婚,なし,72,あり,1回線,Fiber optic,あり,あり,なし,あり,なし,なし,2年更新,電子請求書,クレジットカード,84.8,6141.65,No
5281-BUZGT,男性,高齢者,未婚,なし,36,あり,複数回線,Fiber optic,あり,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,90.85,3186.7,Yes
4994-OBRSZ,男性,非高齢者,未婚,あり,14,あり,1回線,DSL,あり,あり,あり,あり,なし,あり,2年更新,紙請求書,口座引き落とし,76.1,1054.8,No
0562-FGDCR,女性,非高齢者,既婚,あり,72,あり,複数回線,DSL,あり,あり,なし,あり,あり,なし,2年更新,紙請求書,郵送小切手,74.55,5430.65,No
2436-QBZFP,女性,非高齢者,既婚,あり,22,なし,電話契約なし,DSL,なし,あり,なし,なし,あり,なし,毎月更新,紙請求書,電子決済,39.2,849.9,No
3420-YJLQT,女性,非高齢者,未婚,なし,2,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,79.55,151.75,No
6040-CGACY,女性,非高齢者,未婚,なし,15,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,19.6,299.4,No
6582-PLFUU,男性,非高齢者,既婚,あり,51,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,19.55,1086.75,No
8242-PDSGJ,男性,非高齢者,既婚,なし,70,なし,電話契約なし,DSL,あり,なし,あり,あり,なし,なし,2年更新,電子請求書,クレジットカード,39.15,2692.75,No
0264-CNITK,女性,非高齢者,既婚,あり,71,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,20.1,1389.6,No
0089-IIQKO,女性,非高齢者,既婚,あり,39,あり,複数回線,Fiber optic,なし,なし,なし,あり,あり,あり,毎月更新,電子請求書,クレジットカード,99.95,3767.4,No
7839-NUIAA,女性,非高齢者,既婚,あり,61,あり,複数回線,DSL,あり,あり,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,59.8,3641.5,No
6075-QMNRR,女性,非高齢者,未婚,なし,52,あり,1回線,DSL,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,49.75,2535.55,No
5378-IKEEG,女性,非高齢者,未婚,なし,1,なし,電話契約なし,DSL,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,35.75,35.75,Yes
5966-EMAZU,男性,非高齢者,既婚,なし,64,あり,複数回線,Fiber optic,あり,なし,あり,あり,あり,あり,1年更新,電子請求書,郵送小切手,108.5,6880.85,No
0440-EKDCF,男性,非高齢者,既婚,なし,62,あり,1回線,DSL,なし,あり,あり,あり,なし,なし,2年更新,電子請求書,クレジットカード,60.15,3753.2,No
4774-HHGGS,男性,非高齢者,既婚,なし,30,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.05,637.55,No
2718-GAXQD,女性,高齢者,既婚,あり,4,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,電子決済,46,181.6,Yes
2055-BFOCC,男性,高齢者,既婚,なし,63,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,84,5329.55,No
8180-AKMJV,女性,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,44.55,44.55,No
4298-OYIFC,男性,非高齢者,既婚,なし,15,あり,複数回線,Fiber optic,なし,なし,あり,あり,あり,あり,毎月更新,電子請求書,電子決済,103.45,1539.8,No
5566-SOEZD,男性,非高齢者,既婚,あり,27,あり,1回線,Fiber optic,あり,あり,なし,なし,なし,なし,1年更新,電子請求書,クレジットカード,80.65,2209.75,No
9842-EFSYY,女性,非高齢者,未婚,あり,4,なし,電話契約なし,DSL,あり,あり,あり,なし,あり,あり,毎月更新,電子請求書,郵送小切手,57.2,223.75,No
2272-WUSPA,女性,非高齢者,既婚,なし,72,あり,複数回線,Fiber optic,あり,あり,あり,なし,あり,あり,2年更新,電子請求書,電子決済,110.75,7751.7,No
4584-LBNMK,男性,高齢者,既婚,なし,45,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,クレジットカード,24.7,1174.35,No
3898-GUYTS,女性,高齢者,未婚,なし,45,あり,複数回線,Fiber optic,あり,あり,なし,あり,あり,なし,毎月更新,電子請求書,電子決済,97.05,4385.05,No
0930-EHUZA,女性,非高齢者,未婚,なし,36,あり,1回線,DSL,あり,あり,あり,あり,あり,なし,1年更新,電子請求書,郵送小切手,76.35,2606.35,No
6413-XKKPU,男性,非高齢者,既婚,あり,17,あり,1回線,Fiber optic,あり,なし,あり,なし,あり,なし,毎月更新,電子請求書,電子決済,89.4,1539.45,Yes
9975-SKRNR,男性,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,18.9,18.9,No
3703-KBKZP,男性,高齢者,未婚,なし,16,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,74.45,1261.35,No
1449-XQEMT,男性,非高齢者,未婚,なし,3,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,19.8,58.15,Yes
2626-URJFX,男性,非高齢者,既婚,あり,4,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,50.9,225.6,Yes
4973-MGTON,女性,非高齢者,既婚,なし,71,あり,1回線,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,クレジットカード,84.4,5969.3,No
3682-YEUWS,男性,非高齢者,既婚,あり,10,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,24.4,253.9,No
1223-UNPKS,男性,非高齢者,既婚,あり,20,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,20.05,400,No
2612-RRIDN,男性,非高齢者,未婚,なし,4,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,81,340.85,Yes
4735-ASGMA,男性,非高齢者,未婚,なし,26,あり,複数回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,98.35,2515.3,Yes
3446-QDSZF,女性,非高齢者,未婚,なし,4,あり,1回線,DSL,なし,なし,なし,なし,あり,なし,毎月更新,紙請求書,クレジットカード,55.5,227.35,No
3669-LVWZB,男性,非高齢者,未婚,なし,5,なし,電話契約なし,DSL,なし,あり,なし,なし,あり,あり,毎月更新,電子請求書,郵送小切手,51,305.95,Yes
6892-EZDTG,女性,非高齢者,既婚,なし,4,あり,複数回線,Fiber optic,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,91.65,365.4,Yes
5117-IFGPS,男性,高齢者,既婚,なし,29,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,84.3,2357.75,No
7379-FNIUJ,男性,非高齢者,未婚,なし,2,あり,1回線,Fiber optic,あり,あり,なし,なし,あり,あり,毎月更新,紙請求書,電子決済,100.2,198.5,No
1627-AFWVJ,女性,非高齢者,未婚,なし,29,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.4,554.25,No
9725-SCPZG,男性,非高齢者,未婚,あり,1,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,90.85,90.85,Yes
5884-GCYMI,男性,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,69.4,69.4,Yes
3217-FZDMN,女性,高齢者,未婚,なし,8,あり,1回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,クレジットカード,94.45,742.95,Yes
4486-EFAEB,男性,非高齢者,未婚,なし,13,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,電子決済,20.4,251.65,No
0060-FUALY,女性,非高齢者,既婚,なし,59,あり,複数回線,Fiber optic,あり,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,94.75,5597.65,No
7853-GVUDZ,女性,非高齢者,既婚,あり,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,クレジットカード,20.15,20.15,Yes
7480-QNVZJ,男性,高齢者,未婚,なし,50,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,95.7,4816.7,Yes
6954-OOYZZ,男性,非高齢者,既婚,なし,18,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,44.35,768.05,No
7088-FBAWU,女性,非高齢者,既婚,あり,17,あり,1回線,DSL,あり,あり,なし,なし,あり,あり,毎月更新,紙請求書,郵送小切手,74.55,1215.8,No
8313-AFGBW,男性,非高齢者,既婚,なし,47,あり,1回線,DSL,なし,あり,あり,なし,あり,あり,2年更新,紙請求書,電子決済,73.6,3522.65,No
3943-KDREE,女性,非高齢者,未婚,なし,26,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,74.95,1834.95,Yes
9239-ZBZZV,女性,非高齢者,未婚,なし,6,なし,電話契約なし,DSL,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,47.95,305.1,Yes
3097-IDVPU,男性,非高齢者,既婚,あり,19,あり,複数回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,クレジットカード,50.1,910.45,No
4398-HSCJH,女性,非高齢者,未婚,なし,3,あり,複数回線,DSL,なし,なし,なし,あり,あり,なし,毎月更新,電子請求書,電子決済,63.6,155.65,Yes
2197-OMWGI,女性,高齢者,既婚,あり,68,なし,電話契約なし,DSL,なし,あり,あり,なし,あり,あり,2年更新,電子請求書,電子決済,53,3656.25,No
2303-PJYHN,女性,非高齢者,既婚,なし,2,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,口座引き落とし,19.85,52,No
9795-VOWON,男性,非高齢者,未婚,なし,7,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,なし,1年更新,電子請求書,クレジットカード,24.35,150.85,No
1237-WIYYZ,女性,非高齢者,未婚,なし,18,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,19.55,389.25,No
1987-AUELQ,女性,非高齢者,既婚,なし,71,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,25.05,1873.7,No
7852-LECYP,男性,高齢者,既婚,なし,13,あり,複数回線,Fiber optic,あり,あり,なし,なし,なし,あり,毎月更新,紙請求書,クレジットカード,93.8,1261,No
4430-UZIPO,男性,非高齢者,未婚,なし,3,なし,電話契約なし,DSL,なし,あり,なし,あり,なし,なし,毎月更新,電子請求書,郵送小切手,36.85,108.7,Yes
4822-LPTYJ,男性,非高齢者,既婚,なし,72,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,2年更新,電子請求書,口座引き落とし,103.75,7346.2,No
8165-CBKXO,男性,非高齢者,既婚,あり,66,なし,電話契約なし,DSL,なし,あり,あり,なし,あり,あり,2年更新,電子請求書,クレジットカード,56.75,3708.4,No
6527-PZFPV,男性,非高齢者,既婚,あり,24,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,20.8,469.65,No
4855-SNKMY,女性,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,44.1,44.1,Yes
9593-CVZKR,女性,非高齢者,既婚,あり,56,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,郵送小切手,24.45,1385.85,No
8595-SIZNC,女性,高齢者,既婚,なし,22,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,口座引き落とし,25.6,548.8,No
